NOMBRE,REGIONAL,CIUDAD,DEPARTAMENTO,DIRECCION
SAN RAFAEL,SANTANDERES,PIEDECUESTA,SANTANDER,CALLE 7 # 12-37
EDIFICIO COLTEJER,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 52 # 47-42
AUTOPISTA 114,BOGOTA,BOGOTA,CUNDINAMARCA,AUTOPISTA NORTE # 114-44
ÉXITO RIOHACHA,COSTA,RIOHACHA,GUAJIRA,CALLE 15 # 18-274
GNB CENTRO RECAUDO CHICO,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 11 # 98-04 LOCAL 1
UNICENTRO PALMIRA,OCCIDENTE,PALMIRA,VALLE DEL CAUCA,CALLE 42 # 39-68
SECURITAS CONNECTA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CALLE 26 # 92-32
OXXO LAGO GAITÁN,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 80 #14-08
VALMONTI,SANTANDERES,FLORIDABLANCA,SANTANDER,CALLE 200 # 12 -164
CENTRO EVENTOS AUTONORTE,BOGOTA,BOGOTA,CUNDINAMARCA,AUTOPISTA NORTE # 19-20
COLSUBSIDIO FUNZA,BOGOTA,FUNZA,CUNDINAMARCA,CARRERA 9 # 17A-93
MCDONALDS CIUDAD SALITRE,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 68 B # 40A-30
OLIMPICA  LAS TORRES,COSTA,SOLEDAD,ATLANTICO,CALLE 45 # 42 - 19
OLIMPICA VILLA GALAPA,COSTA,GALAPA,ATLANTICO,CALLE 8 CARRERA 8 ESQUINA
PACHO,BOGOTA,PACHO,CUNDINAMARCA,CALLE 8 # 14-41
LA VILLA PLAZA,ORIENTAL,VILLA DE LEYVA,BOYACA,KILOMETRO 1 VIA SANTA LUCIA (VILLA DE LEYVA)
CENTRO COMERCIAL SANTAFE II,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 185 # 43-03 local 3-130
SAO APARTADO,ANTIOQUIA,APARTADO,ANTIOQUIA,KILOMETRO 1 VIA CAREPA / CENTRO COMERCIAL NUESTRO URABA
SABANALARGA,COSTA,SABANALARGA,ATLANTICO,CARRERA 21 # 22-09
CENTRO COMERCIAL PLAZA BOCAGRANDE,COSTA,CARTAGENA,BOLIVAR,CARRERA 1  # 12 -120
PARAGUITAS,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 36 # 197 – 130 LOCAL B5
BRITALIA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 86 # 44-10 SUR LOCAL 22
CARMEN DE CARUPA,BOGOTA,CARMEN DE CARUPA,CUNDINAMARCA,CARRERA 3 # 2-96
CENTRO COMERCIAL FUNDADORES,CAFETERA,MANIZALES,CALDAS,CALLE 33 # 20-03
MAS POR MENOS FLORIDABLANCA,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 8 # 3 - 61
MAS POR MENOS GIRON,SANTANDERES,GIRON,SANTANDER,CARRERA 18 # 31B – 27 BODEGA 2
MAS POR MENOS CIUDADELA,SANTANDERES,BUCARAMANGA,SANTANDER,CENTRO COMERCIAL ACRÓPOLIS – LOCAL 101
SIMON BOLIVAR,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 77 # 64-11
OLIMPICA GAIRA,COSTA,SANTA MARTA,MAGDALENA,CALLE 6 # 13-26
CRUZ VERDE CLINICA COLOMBIA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 23 B # 66-46 EDIFICIO CONSULTORIOS PISO 1
SABANALARGA,COSTA,SABANALARGA,ATLANTICO,CARRERA 19 # 21-70
MAS POR MENOS BARRANCA,SANTANDERES,BARRANCABERMEJA,SANTANDER,CALLE 50 # 18-84
CENTRO COMERCIAL GALERIA REAL,COSTA,BARRANQUILLA,ATLANTICO,CALLE 34 # 40-40
MCDONALDS 1° MAYO,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 69 B # 25-12/34 Sur
CENTRO COMERCIAL UNICO NEIVA,SUR,NEIVA,HUILA,CALLE 64 # 1 D - 140
MCDONALDS 93 BARRANQUILLA,COSTA,BARRANQUILLA,ATLANTICO,CALLE 93 CARRERA 46
QUIBDO,ANTIOQUIA,QUIBDO,CHOCO,CALLE 24 # 3-04
CENTRO COMERCIAL ANTARES,BOGOTA,SOACHA,CUNDINAMARCA,CARRERA 7 # 30 B - 139
OXXO SOTOMAYOR,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 47 # 28 - 66
JERICO,ANTIOQUIA,JERICO,ANTIOQUIA,CARRERA 5 # 7-41
UNIVERSIDAD MANUELA BELTRAN,BOGOTA,CHIA,CUNDINAMARCA,CHÍA VÍA CAJICA
OXXO POINT 100,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 99 # 13 A  30-44 ENTRADA SOBRE LA CALLE 100
OXXO GAIRA,SANTANDERES,FLORIDABLANCA,SANTANDER,CALLE 157 # 154 – 285 LOCAL 10
CENTRO COMERCIAL MALL BUCARAMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 33A # 29-15 PISO 3
CENTRO COMERCIAL LA ESTACIÓN,OCCIDENTE,CALI,VALLE DEL CAUCA,CRA 1RA / CALLES 36 Y 38 NORTE
AEROPUERTO CARTAGENA II,COSTA,CARTAGENA,BOLIVAR,CALLE 71 AEROPUERTO INTERNACIONAL RAFAEL NUÑEZ
CRUZ VERDE CHICO,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 15 # 95 – 84
MCDONALDS POLO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE80 # 24-30
MCDONALDS CUCUTA,SANTANDERES,CUCUTA,NORTE DE SANTANDER,DIAGONAL SANTANDER # 11 - 70
GUTIERREZ,BOGOTA,GUTIERREZ,CUNDINAMARCA,CALLE 5 # 4-20
MONTELIBANO,ANTIOQUIA,MONTELIBANO,CORDOBA,CALLE 17 # 3-147 CENTRO
JUNIN,BOGOTA,JUNIN,CUNDINAMARCA,CARRERA 4 # 3-29
QUIPILE,BOGOTA,QUIPILE,CUNDINAMARCA,CARRERA 2 # 3-67
TIBU III,SANTANDERES,TIBU,NORTE DE SANTANDER,CALLE 5 # 5-11
VALLEDUPAR III CDV,COSTA,VALLEDUPAR,CESAR,DIAGONAL 18 # 28-48
MCDONALDS 125,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 125 # 32-86
ÉXITO MAY GPLA,ANTIOQUIA,SABANETA,ANTIOQUIA,CARRERA 48  # CALLE 50 SUR 128
D1 SAN CRISTOBAL NORTE,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 8 G # 162-40
OLIMPICA PLAZA DEL PARQUE,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 56 # 98 – 65 CENTRO COMERCIAL PLAZA DEL PARQUE
CARULLA AUTONORTE  116,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CARRERA 45 # 116-34
CENTRO COMERCIAL MANANTIAL,BOGOTA,LA CALERA,CUNDINAMARCA,KILOMETRO 6 VIA LA CALERA ALTO PAT
GNB CRA 8 II,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 8 # 15-42 PISO 7
C.EMP. AVIANCA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CALLE 26 # 59 – 15
CENTRO COMERCIAL GRAN PLA FLOR,SUR,FLORENCIA,CAQUETA,CARRERA 3 CALLE 22
SUAREZ,SUR,SUAREZ,TOLIMA,CARRERA 3 # 7-70
YOPAL II,ORIENTAL,YOPAL,CASANARE,CARRERA 22 NOP 8-64
UNIVERSIDAD EXTERNADO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 12 # 1-17 BLOQUE A PISO 1
D1  FACATATIVA,BOGOTA,FACATATIVA,CUNDINAMARCA,CARRERA 10 # 12-73/87
PANPAYA LA CALLEJA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 127 D # 18-80 LOCAL 1
OLIMPICA GUAIMARAL,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 11E # 7N - 120
OLIMPICA PINOS,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 0 # 1AN - 37
COLEGIO MONTESSORY,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 128 # 72 - 80
TERMINAL DEL NORTE,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 192 # 19-43
D1 CAJICA,BOGOTA,CAJICA,CUNDINAMARCA,KM 2 VÍA CAJICÁ TABIO LOCAL L1 02
CENTRO COMERCIAL TERRACOTA,BOGOTA,COTA,CUNDINAMARCA,CARRERA 5ª # 7 – 80 LOCAL 135
OLIMPICA LA PAZ,COSTA,BARRANQUILLA,ATLANTICO,CALLE 108 # 12F-18
TERMINAL VILLAVO,BOGOTA,VILLAVICENCIO,META,CARRERA 1 # 15 - 05
ANDES,ANTIOQUIA,ANDES,ANTIOQUIA,CARRERA 51 # 48-40
UNIVERSIDAD SANTIAGO DE CALI,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 5 # 62-00
CENTRAL MAYORISTA,ANTIOQUIA,ITAGUI,ANTIOQUIA,CALLE 82  # 48-01
CERRITO,SANTANDERES,CERRITO,SANTANDER,CALLE 8 # 5-13
LA PENA,BOGOTA,LA PEÑA,CUNDINAMARCA,CARRERA 2 # 7-53
PASOANCHO,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 13 (AV. PASOANCHO) # 73-104
TONA,SANTANDERES,TONA,SANTANDER,CALLE 7 # 3-25
CENTRO COMERCIAL LA FELICIDAD,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CALLE 13 CON AVENIDA  BOYACÁ
EDIFICIO BACATA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 5 AVENIDA 19 ESQUINA NOR- OCCIDENTAL
FULLGAS FLORESTA,OCCIDENTE,CALI,VALLE DEL CAUCA,TRANSVERSAL 29D # 18-106
OLIMPICA SOLEDAD II,COSTA,SOLEDAD,ATLANTICO,CALLE 54 # 14 – 14
SAO AGUACHICA,SANTANDERES,AGUACHICA,CESAR,CALLE 5 # 23 - 73
LA MONTAÑITA,SUR,LA MONTAÑITA,CAQUETA,CARRERA QUINTA- FRENTE AL PARQUE PRINCIPAL
ÉXITO METROPOLI,COSTA,BARRANQUILLA,ATLANTICO,TRANSVERSAL 9 # 29C-130
CIUDADELA COLSUBSIDIO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 79 # 112B - 17
OLIMPICA PRADOS,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 5B # 5 – 06 URBANIZACION PRADOS DEL ESTE
OL IMPICA SAN JOSE,COSTA,CARTAGENA,BOLIVAR,CARRERA 92 # 31 - 45
SUPER INTER BUENOS AIRES,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 73 # 3 - 07
SUPER INTER VALDEMO,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 84 # 5-100
TERMINAL MANIZALEZ,CAFETERA,MANIZALES,CALDAS,CARRERA 43 # 65-100
OXXO CALLE 95,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 95 # 13 – 09 LOCAL 101
CARULLA CALLE 76,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 11 # 76-05
SURTIMAX BELEN,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 78 B # 3-80
OLIMPICA SAO CUCUTA,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 6 # 9 - 34
OLIMPICA LA MILAGROSA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,AVENIDA 5B # 5 – 06 URBANIZACIÓN PRADOS DEL ESTE
MERCASUR CALDAS,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 92 # 31 - 45
SAN ESTANISLAO,COSTA,SAN ESTANISLAO,BOLIVAR,CALLE 23 # 19-29
ITAGUI,ANTIOQUIA,ITAGUI,ANTIOQUIA,CALLE 86 # 48-01 BLOQUE 31 NIVEL 2
HONDA,SUR,HONDA,TOLIMA,CARRERA 11 # 14 -91/101
BRUSELAS,SUR,BRUSELAS-PITALITO,HUILA,CALLE 5 # 3 - 36
TAMESIS,ANTIOQUIA,TAMESIS,ANTIOQUIA,CALLE 10 # 9 – 51/CENTRO
LERIDA,SUR,LERIDA,TOLIMA,CARRERA  6 # 7 - 82
SAN CAYETANO,BOGOTA,SAN CAYETANO,CUNDINAMARCA,CALLE 3 # 4-10  CENTRO
GUAYABAL DE SIQUIMA,BOGOTA,GUAYABAL DE SIQUIMA,CUNDINAMARCA,CALLE 3 # 4-03
TOPAIPI,BOGOTA,TOPAIPI,CUNDINAMARCA,CARRERA 10 # 3-30
SAN JUANITO,BOGOTA,SAN JUANITO,META,CALLE 7 # 2-55 CENTRO
CARCASI,SANTANDERES,CARCASI,SANTANDER,CARRERA 2 # 3-47
MATANZA,SANTANDERES,MATANZA,SANTANDER,CARRERA 4 # 5-48/50
CHIMA,SANTANDERES,CHIMA,SANTANDER,CALLE 5 #6-01 PARQUE CENTRAL
PUERTO GUZMAN,SUR,PUERTO GUZMAN,PUTUMAYO,CARRERA 4 #4-76 – BARRIO LOS PRADOS - PUERTO GUZMÁN
CENTRO COMERCIAL UNICENTRO NEIVA,SUR,NEIVA,HUILA,AVENIDA CARRERA 15 CALLE 26 SUR
CENTRO COMERCIAL GRAN PLAZA BOS,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 65 SUR # 78H-51
EDS TEXACO MANG,COSTA,CARTAGENA,BOLIVAR,CALLE REAL # 15 - 21
SUPER INTER PRIMAVE,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 39 # 32A-01
SUPER INTER RENDIDOR,OCCIDENTE,SANTANDER DE QUILICHAO,CAUCA,CALLE 15 # 11BIS-126
CENTRO COMERCIAL LA HERRADURA,OCCIDENTE,TULUA,VALLE DEL CAUCA,CARRERA 19 #28-76
OLIMPICA EL SILENCIO,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 22 NO. 46-22
MERCASUR CENTRO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 35 # 23 - 82
CENTRO COMERCIAL LAS PALMAS,COSTA,SANTA MARTA,MAGDALENA,TRANSVERSAL 9 #29C-130
VILLETA CENTRO,BOGOTA,VILLETA,CUNDINAMARCA,CALLE 6 # 5-40
HOTEL CONRAD,COSTA,CARTAGENA,BOLIVAR,ANILLO VIAL KM 12 VÍA AL MAR ENTRE MANZANILLO DEL MAR Y PUNTA CANOA
CENTRO COMERCIAL OLAYA PLAZA,COSTA,CARTAGENA,BOLIVAR,CALLE 32B # 65-46
CAÑAVERAL INGENI,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 25 # 85B-100
CAÑAVERAL LIMON,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 70 # 13B-18
OLIMPICA ARACATACA,COSTA,ARACATACA,MAGDALENA,CARRERA 8 # 5A-41
OLIMPICA SABANALARGA 2,COSTA,SABANALARGA,ATLANTICO,CALLE 27 # 22C-04
SURTIMAX ROJAS,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA ROJAS # 71-19
EDS TERPEL BUCARAMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 26 # 21 - 55
VILLA CAMPESTRE,SANTANDERES,GIRON,SANTANDER,CARRERA 21B # 24 – 10 CASA 495
SAO CARTAGO,CAFETERA,CARTAGO,VALLE DEL CAUCA,CALLE 14 # 11-19
SAO BUENAVENTURA,OCCIDENTE,BUENAVENTURA,VALLE DEL CAUCA,CARRERA 47 # 1ª - 32
TARSO,ANTIOQUIA,TARSO,ANTIOQUIA,CALLE 20 #19-12
SAN SEBASTIAN,OCCIDENTE,SAN SEBASTIAN,CAUCA,CALLE 3 # 6-74
ANZA,ANTIOQUIA,ANZA,ANTIOQUIA,CALLE 10 #10-24/28  PARQUE PRINCIPAL
LOS CORDOBAS,ANTIOQUIA,LAS CORDOBAS,CORDOBA,PLAZA PRINCIPAL
ONZAGA,SANTANDERES,ONZAGA,SANTANDER,CARRERA 3 # 3-12/13
ELIAS,SUR,ELIAS,HUILA,CALLE 2 CARRERA 5 ESQUINA
INZA,SUR,INZA,CAUCA,CARRERA 5 # 5A - 22
VILLAS DE GRANADA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 113 # 74 B - 23
CENTRO COMERCIAL AVENTURA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 52 # 65-91 PISO 1
EXITO PAS D PTE,SANTANDERES,PIEDECUESTA,SANTANDER,CARRERA 6 # 22 LOCAL L0100
CENTRO COMERCIAL PUNTORIENTAL,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 46 # 47-66
SUPER CAÑA BUGAP,OCCIDENTE,BUGA,VALLE DEL CAUCA,CALLE 8 SUR CARRERA 12 ESQUINA
SUPER CAÑA PINOS,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 69 Y 70 CON CARRERA 7M Y 7R BIS ESQUINA
SUPER CAÑA MERINO,OCCIDENTE,BUGA,VALLE DEL CAUCA,CALLE 4 # 19-24
SURTIMAX ENGATIVA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 64 # 112 B 48
ARA SOACHA,BOGOTA,SOACHA,CUNDINAMARCA,TRANSVERSAL 7 # 7 – 20 VÍA INDUMIL
CARULLA POBLADO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 43 A # 10-112
LUCERO BAJO II,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 17 M # 69 B 04 SUR
OLIMPICA NORTE III,OCCIDENTE,POPAYAN,CAUCA,CARRERA 9 # 17N-11
SUPER INTER PLAZ,CAFETERA,ARMENIA,QUINDIO,CARRERA 19 # 36 NORTE 82
SUPER INTER NORT,CAFETERA,ARMENIA,QUINDIO,AVENIDA CENTENARIO # 2-50
RAPI CIENAGA,COSTA,CIÉNAGA,MAGDALENA,CALLE 20 #21-33
RAPI SANTA CRUZ,COSTA,SANTA MARTA,MAGDALENA,CARRERA 29 # 42-37
SUPER INTER LA TEBAIDA,CAFETERA,LA TEBAIDA,QUINDIO,CARRERA  6 # 11-38
EXITO EXP TRIANO,ANTIOQUIA,ENVIGADO,ANTIOQUIA,CALLE 46 E # 42 B-05
SAN BENITO ABAD,COSTA,SAN BENITO ABAD,SUCRE,CALLE INFANTIL
CAIMITO,COSTA,CAIMITO,SUCRE,PLAZA PRINCIPAL
ARMENIA,ANTIOQUIA,ARMENIA,ANTIOQUIA,CALLE 10 #8-04
CAROLINA,ANTIOQUIA,CAROLINA,ANTIOQUIA,CALLE 49 #50-20
POLICARPA,OCCIDENTE,POLICARPA,NARIÑO,"CALLE 3 # 2-60 CENTRO ADMINISTRATIVO MUNICIPAL , BARRIO PUERTO NUEVO, ETAPA # 2"
PUERTO RONDON,BOGOTA,PUERTO RONDON,ARAUCA,CALLE 1 # 3-56
CHAGUANI,BOGOTA,CHAGUANI,CUNDINAMARCA,CARRERA 4 # 3-01  ESQUINA
NUNCHÍA,ORIENTAL,NUNCHÍA,CASANARE,CARRERA 6 # 6 - 22 - BARRIO CENTRO
AGUAZUL,ORIENTAL,AGUAZUL,CASANARE,CARRERA 18 # 9-31 PARQUE PRINCIPAL
PALERMO,SUR,PALERMO,HUILA,CARRERA 9 #  9- 46
SUBACHOQUE,BOGOTA,SUBACHOQUE,CUNDINAMARCA,CALLE 2 # 3-07
CHÍA,BOGOTA,CHIA,CUNDINAMARCA,CARRERA 10 #8-13
JAMUNDÍ,OCCIDENTE,JAMUNDÍ,VALLE DEL CAUCA,CALLE12 # 10 – 19 BARRIO JUAN DE AMPUDIA
ANSERMA,CAFETERA,ANSERMA,CALDAS,CALLE7  # 4 – 01 CENTRO ADMINISTRATIVO MUNICIPAL
CANDE CAVASA,OCCIDENTE,CANDELARIA - CAVASA,VALLE DEL CAUCA,KILOMETRO 11 VIA CALI - CANDELARIA
EDS BIOMAX 104,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 9 # 103-39
CENTRO COMERCIAL CASABLANCA,BOGOTA,MADRID,CUNDINAMARCA,CALLE 7 # 1ª-91 ESTE
ÉXITO KENNEDY,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 76 # 35 - 48 SUR
MARIQUITA,SUR,MARIQUITA,TOLIMA,CALLE4 # 2-120 / 124  CARRERA 3 # 4-18
RIONEGRO II,ANTIOQUIA,RIONEGRO,ANTIOQUIA,CALLE 43 # 54 – 139 LOCALES 125 Y 133 - CENTRO COMERCIAL SAN NICOLAS
PANPAYA CALLE 97,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 97 # 23-60 LOCAL 102
MEGA MALL VALLEDUPAR,COSTA,VALLEDUPAR,CESAR,CALLE 16 # 19 B - 56
URRAO,ANTIOQUIA,URRAO,ANTIOQUIA,CARRERA 30 # 28 – 33 LOCAL 101
CURILLO,SUR,CURILLO,CAQUETA,CALLE 11 # 2-01
ED OPTIMUS,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA EL DORADO # 96J - 90
BOSA DESPENSA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 53 # 12-63 SUR
CITY UNICENTRO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 19 CARRERA 3 ESQUINA LOCAL 110
GNB SINCELEJO,COSTA,SINCELEJO,SUCRE,"CARRERA 25 # 22 - 133, LOCAL 142"
GNB RIOHACHA,COSTA,RIOHACHA,GUAJIRA,"CALLE 15 # 18 - 274, LOCAL 156"
GNB BUCARAMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE  31 # 21 - 321
CENTRO COMERCIAL CITY PLAZA,ANTIOQUIA,ENVIGADO,ANTIOQUIA,CALLE 36 D SUR # 27 A -105
OLIMPICA ARRAYANES,ANTIOQUIA,ITAGUI,ANTIOQUIA,CRA 50 A # 36-75 LC 100
PACORA,CAFETERA,PACORA,CALDAS,CALLE 5 # 3-28
TOTORÓ,OCCIDENTE,TOTORÓ,CAUCA,CALLE 2 # 6A - 21  CALLE PRINCIPAL
VIJES,OCCIDENTE,VIJES,VALLE DEL CAUCA,CALLE 6 # 5-04
GNB CARRERA 8 I,BOGOTA,BOGOTA,CUNDINAMARCA,3491_CRA 8 NO 15-42
GNB IBAGUE,SUR,IBAGUE,TOLIMA,"CARRERA 9 # 57 - 15, LOCAL 332"
PLAZA MINORISTA JMV,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 55 A # 57-80
SAN AN CENTRO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 37 # 14 - 74
SURTIMAX GARDEL PL,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CRA 45 # 71 A CALLE 72 NO 44-105
PARQUE EMP CELT,BOGOTA,COTA,CUNDINAMARCA,AUTOPISTA MEDELLÍN KM 7
OLIMPICA PALMERAS,OCCIDENTE,POPAYAN,CAUCA,CARRERA 17 # 61N-16
JUMBO CENTRO COMERCIAL BAZAR,BOGOTA,CHIA,CUNDINAMARCA,AV BOJAYA AV PASEO DE LOS ZIPAS C.C. BAZAR LOCAL 1-15
CACOTA,SANTANDERES,CACOTA,NORTE DE SANTANDER,CALLE 4 N° 2-76
MUTISCUA,SANTANDERES,UTISCUA,NORTE DE SANTANDER,CALLE 8 NO.2-46/48 BARRIO SAN JOSÉ
TURMEQUE,ORIENTAL,TURMEQUÉ,BOYACA,CRA 5 N. 3-63
SAN JOSE DE PARE,ORIENTAL,SAN JOSÉ DE PARE,BOYACA,CARRERA 3 NO. 1 - 67
CHACHAGUI,OCCIDENTE,CHACHAGÜÍ,NARIÑO,CALLE 3 # 4 -71
HELOCONIA,ANTIOQUIA,HELICONIA,ANTIOQUIA,CARRERA 20 NO. 20-18
ALEJANDRIA,ANTIOQUIA,ALEJANDRIA,ANTIOQUIA,CALLE 20 NO.19-34/36
CABUYARO,BOGOTA,CABUYARO,META,CARRERA 8 NO 7-83 CENTRO
CHIMA,ANTIOQUIA,CHIMÁ,CORDOBA,CARRERA 4 N° 11 - 18
MANAURE,COSTA,MANAURE,CESAR,CALLE 2 # 7 A - 43
MOLAGAVITA,SANTANDERES,MOLAGAVITA,SANTANDER,CARRERA 4 # 4-02
SILOS,SANTANDERES,SILOS,NORTE DE SANTANDER,CARRERA 5 # 3-41
BETULIA,SANTANDERES,BETULIA,SANTANDER,CALLE 6 # 5-15
VETAS,SANTANDERES,VETAS,NORTE DE SANTANDER,CARRERA 1 # 4-50 PARQUE PRINCIPAL
EL AGUILA,CAFETERA,EL AGUILA,VALLE DEL CAUCA,CARRERA 2 # 7-02 09
METRO PRADO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 55 # 59-25
ÉXITO CENTRP COMERCIAL DELACU,SANTANDERES,PIEDECUESTA,SANTANDER,CARRERA 15 # 3AN - 10
SUPER I CASTILL,CAFETERA,PEREIRA,ANTIOQUIA,KILOMETRO 10 VÍA CERRITOS
CLINICA CORPAS,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 111 #157-45
JUMBO PLAZA CENTRAL,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 2 # 7-02/09 PLAZA PRINCIPAL EDIFICIO DEL CAFÉ
GOBERNACION BUCARAMANGA,SANTANDERES,BUCARAMANGA,NORTE DE SANTANDER,CARRERA 11 # 37-85 L.5
EXITO BUCARAMANGA CENTRO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 36 # 15 - 33
EXITO LA CENTRA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 49 # 20-90
UNIVERSIDAD DEL ROSARIO NORTE,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 200 ENTRE AUTONORTE Y SÉPTIMA
HOTEL ISLAS EMP BARÚ,COSTA,CARTAGENA,BOLIVAR,ISLA DE BARÚ
CHIA CALLE 7,BOGOTA,CHIA,CUNDINAMARCA,CALLE 7 CARRERA 11
AVENIDA CHILACOS,BOGOTA,CHIA,CUNDINAMARCA,CALLE 21 # 2-66
CENTRO COMERCIAL GRAN PLAZA IPIALES,OCCIDENTE,IPIALES,NARIÑO,CALLE 25 # 6B-23
NUEVO KENNEDY,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 79 # 43-49 SUR
CENTRO COMERCIAL TUNAL,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 47B SUR # 24B-23 LOCAL 2-061
HERRAN,SANTANDERES,HERRAN,NORTE DE SANTANDER,AVENIDA 3 # 3-14 SECTOR LOS BALCONES
COROMORO,SANTANDERES,COROMORO,SANTANDER,CARRERA 6 # 4-07
CONCEPCION,SANTANDERES,CONCEPCION,SANTANDER,CARERA 4 # 6-67
CARAMANTA,ANTIOQUIA,CARAMANTA,ANTIOQUIA,CARRERA 20 # 19-02
URUMITA,COSTA,URUMITA,LA GUAJIRA,CARRERA 9 #9-04 URUMITA GUAJIRA
UNGUIA,ANTIOQUIA,UNGUIA,CHOCO,CARRERA 3 # 3-11/15 CALLE PRINCIPAL
CHARALA,SANTANDERES,CHARALA,SANTANDER,CALLE 24 # 14 - 02 ESQUINA PLAZUELA HELENITA SANTOS
ABASTO NEIVA,SUR,NEIVA,HUILA,CALLE 38 SUR # 3-250 BODEGA F-118 BLOQUE F
SOMONDOCO,ORIENTAL,SOMONDOCO,BOYACA,CALLE 4 # 3 - 15
GUAYATA,ORIENTAL,GUAYATA,BOYACA,CALLE 4 # 4 - 02
TOGUI,ORIENTAL,TOGUI,BOYACA,CALLE 3 # 3 - 19
FLORIAN,ORIENTAL,FLORIAN,SANTANDER,CALLE 4 # 1 B 135 BARRIO PLAZA NUEVA
